response_id,age_group,gender,region,occupation,source,main_problem,needed_service,service_category,importance_level,current_solution,satisfaction_level,would_pay,monthly_budget,urgency_level,frequency_of_problem,preferred_solution_type,opinion_text,date_collected,importance_key,satisfaction_key,would_pay_key,urgency_key,frequency_key,budget_key,importance_score,satisfaction_score,would_pay_score,urgency_score,frequency_score,budget_midpoint_aed,pain_score,analysis_text
R000402,45-54,Prefer Not To Say,Khor Fakkan Outskirts,Homemaker,voice_note,Local guides are not visible,Weekend tourism platform,Tourism,Medium,Ask locals,Very dissatisfied,Maybe,31-50 AED,Soon,Monthly,Delivery service,Local families could offer farm visits or cultural experiences.,2026-05-16,medium,very dissatisfied,maybe,soon,monthly,31-50 aed,3,1,0.5,3,2,40,5,Local guides are not visible. Weekend tourism platform. Ask locals. Local families could offer farm visits or cultural experiences.
R000407,45-54,Prefer Not To Say,Ras Al Khaimah Rural Area,Driver,shop_owner_note,Tourists do not know local activities,Local experience booking,Tourism,High,Use Instagram,Dissatisfied,Maybe,10-30 AED,Not urgent,Monthly,Community center,A simple guide for tourists would help small local businesses.,2026-04-14,high,dissatisfied,maybe,not urgent,monthly,10-30 aed,5,2,0.5,1,2,20,4,Tourists do not know local activities. Local experience booking. Use Instagram. A simple guide for tourists would help small local businesses.
R000410,35-44,Male,Al Ain Outskirts,Shop Owner,paper_form,No easy booking for local experiences,Local experience booking,Tourism,High,Ask locals,Neutral,No,0 AED,Soon,Monthly,Phone call,A simple guide for tourists would help small local businesses.,2026-03-29,high,neutral,no,soon,monthly,0 aed,5,3,0.0,3,2,0,3,No easy booking for local experiences. Local experience booking. Ask locals. A simple guide for tourists would help small local businesses.
R000411,18-24,Male,Al Ain Outskirts,Employee,interview,Limited tourism information,Farm visit booking,Tourism,High,Ask locals,Neutral,Yes,51-100 AED,Very urgent,Weekly,Community center,A simple guide for tourists would help small local businesses.,2026-05-01,high,neutral,yes,very urgent,weekly,51-100 aed,5,3,1.0,5,3,75,3,Limited tourism information. Farm visit booking. Ask locals. A simple guide for tourists would help small local businesses.
R000412,25-34,Prefer Not To Say,Al Madam,Teacher,shop_owner_note,Local guides are not visible,Rural tourism guide,Tourism,High,Ask locals,Very dissatisfied,Yes,100+ AED,Soon,Weekly,WhatsApp,Local families could offer farm visits or cultural experiences.,2026-04-21,high,very dissatisfied,yes,soon,weekly,100+ aed,5,1,1.0,3,3,120,5,Local guides are not visible. Rural tourism guide. Ask locals. Local families could offer farm visits or cultural experiences.
R000417,35-44,Female,Kalba,Retired,qr_survey,Tourists do not know local activities,Farm visit booking,Tourism,High,Search online,Very dissatisfied,Yes,31-50 AED,Soon,Rarely,Community center,"Visitors ask about local food, farms, and activities.",2026-04-06,high,very dissatisfied,yes,soon,rarely,31-50 aed,5,1,1.0,3,1,40,5,"Tourists do not know local activities. Farm visit booking. Search online. Visitors ask about local food, farms, and activities."
R000418,18-24,Prefer Not To Say,Kalba,Small Business Owner,qr_survey,Limited tourism information,Weekend tourism platform,Tourism,Low,Search online,Dissatisfied,No,0 AED,Very urgent,Weekly,Community center,Local families could offer farm visits or cultural experiences.,2026-06-14,low,dissatisfied,no,very urgent,weekly,0 aed,1,2,0.0,5,3,0,4,Limited tourism information. Weekend tourism platform. Search online. Local families could offer farm visits or cultural experiences.
R000421,18-24,Prefer Not To Say,Liwa,Tourism Worker,shop_owner_note,Local guides are not visible,Weekend tourism platform,Tourism,High,Ask locals,Dissatisfied,No,0 AED,Not urgent,Weekly,Community center,"Visitors ask about local food, farms, and activities.",2026-06-18,high,dissatisfied,no,not urgent,weekly,0 aed,5,2,0.0,1,3,0,4,"Local guides are not visible. Weekend tourism platform. Ask locals. Visitors ask about local food, farms, and activities."
R000426,55+,Male,Al Ain Outskirts,Homemaker,interview,No easy booking for local experiences,Farm visit booking,Tourism,High,Use Instagram,Neutral,Maybe,10-30 AED,Very urgent,Weekly,In-person service,Local families could offer farm visits or cultural experiences.,2026-06-01,high,neutral,maybe,very urgent,weekly,10-30 aed,5,3,0.5,5,3,20,3,No easy booking for local experiences. Farm visit booking. Use Instagram. Local families could offer farm visits or cultural experiences.
R000432,35-44,Male,Ras Al Khaimah Rural Area,Student,interview,No easy booking for local experiences,Weekend tourism platform,Tourism,High,Use Instagram,Very dissatisfied,Yes,51-100 AED,Soon,Daily,In-person service,Local families could offer farm visits or cultural experiences.,2026-04-02,high,very dissatisfied,yes,soon,daily,51-100 aed,5,1,1.0,3,4,75,5,No easy booking for local experiences. Weekend tourism platform. Use Instagram. Local families could offer farm visits or cultural experiences.
R000453,25-34,Male,Kalba,Tourism Worker,qr_survey,No easy booking for local experiences,Rural tourism guide,Tourism,Medium,No organized option,Neutral,Maybe,10-30 AED,Soon,Weekly,In-person service,Tourists come on weekends but do not know where to go.,2026-05-07,medium,neutral,maybe,soon,weekly,10-30 aed,3,3,0.5,3,3,20,3,No easy booking for local experiences. Rural tourism guide. No organized option. Tourists come on weekends but do not know where to go.
R000458,35-44,Prefer Not To Say,Hatta,Driver,shop_owner_note,Limited tourism information,Rural tourism guide,Tourism,High,Ask locals,Dissatisfied,No,0 AED,Soon,Monthly,Phone call,Tourists come on weekends but do not know where to go.,2026-06-26,high,dissatisfied,no,soon,monthly,0 aed,5,2,0.0,3,2,0,4,Limited tourism information. Rural tourism guide. Ask locals. Tourists come on weekends but do not know where to go.
R000459,25-34,Prefer Not To Say,Al Ain Outskirts,Shop Owner,shop_owner_note,Tourists do not know local activities,Weekend tourism platform,Tourism,High,No organized option,Dissatisfied,Yes,51-100 AED,Soon,Monthly,Community center,A simple guide for tourists would help small local businesses.,2026-03-31,high,dissatisfied,yes,soon,monthly,51-100 aed,5,2,1.0,3,2,75,4,Tourists do not know local activities. Weekend tourism platform. No organized option. A simple guide for tourists would help small local businesses.
R000473,25-34,Female,Al Madam,Student,voice_note,No easy booking for local experiences,Local experience booking,Tourism,High,Ask locals,Dissatisfied,No,0 AED,Not urgent,Weekly,Phone call,Local families could offer farm visits or cultural experiences.,2026-06-22,high,dissatisfied,no,not urgent,weekly,0 aed,5,2,0.0,1,3,0,4,No easy booking for local experiences. Local experience booking. Ask locals. Local families could offer farm visits or cultural experiences.
R000474,35-44,Female,Ghayathi,Driver,voice_note,Limited tourism information,Weekend tourism platform,Tourism,Low,Ask locals,Satisfied,Maybe,51-100 AED,Very urgent,Daily,WhatsApp,Local families could offer farm visits or cultural experiences.,2026-06-23,low,satisfied,maybe,very urgent,daily,51-100 aed,1,4,0.5,5,4,75,2,Limited tourism information. Weekend tourism platform. Ask locals. Local families could offer farm visits or cultural experiences.
R000475,18-24,Prefer Not To Say,Dibba,Driver,shop_owner_note,Local guides are not visible,Rural tourism guide,Tourism,High,Ask locals,Very dissatisfied,Maybe,100+ AED,Very urgent,Weekly,Phone call,Local families could offer farm visits or cultural experiences.,2026-04-18,high,very dissatisfied,maybe,very urgent,weekly,100+ aed,5,1,0.5,5,3,120,5,Local guides are not visible. Rural tourism guide. Ask locals. Local families could offer farm visits or cultural experiences.
R000478,25-34,Prefer Not To Say,Al Ain Outskirts,Small Business Owner,qr_survey,Tourists do not know local activities,Local experience booking,Tourism,High,No organized option,Neutral,Maybe,10-30 AED,Very urgent,Rarely,Mobile app,Tourists come on weekends but do not know where to go.,2026-05-28,high,neutral,maybe,very urgent,rarely,10-30 aed,5,3,0.5,5,1,20,3,Tourists do not know local activities. Local experience booking. No organized option. Tourists come on weekends but do not know where to go.
R000480,55+,Prefer Not To Say,Kalba,Unemployed,interview,Limited tourism information,Rural tourism guide,Tourism,Medium,No organized option,Very dissatisfied,Maybe,100+ AED,Very urgent,Monthly,In-person service,A simple guide for tourists would help small local businesses.,2026-04-28,medium,very dissatisfied,maybe,very urgent,monthly,100+ aed,3,1,0.5,5,2,120,5,Limited tourism information. Rural tourism guide. No organized option. A simple guide for tourists would help small local businesses.
R000492,35-44,Male,Masfout,Retired,paper_form,Limited tourism information,Local experience booking,Tourism,Medium,Ask locals,Dissatisfied,Maybe,51-100 AED,Soon,Weekly,WhatsApp,"Visitors ask about local food, farms, and activities.",2026-04-14,medium,dissatisfied,maybe,soon,weekly,51-100 aed,3,2,0.5,3,3,75,4,"Limited tourism information. Local experience booking. Ask locals. Visitors ask about local food, farms, and activities."
R000495,55+,Prefer Not To Say,Masfout,Teacher,qr_survey,Limited tourism information,Weekend tourism platform,Tourism,High,Ask locals,Dissatisfied,Yes,31-50 AED,Soon,Daily,In-person service,"Visitors ask about local food, farms, and activities.",2026-03-31,high,dissatisfied,yes,soon,daily,31-50 aed,5,2,1.0,3,4,40,4,"Limited tourism information. Weekend tourism platform. Ask locals. Visitors ask about local food, farms, and activities."
R000497,25-34,Male,Khor Fakkan Outskirts,Unemployed,voice_note,Tourists do not know local activities,Weekend tourism platform,Tourism,High,Use Instagram,Very satisfied,Maybe,51-100 AED,Not urgent,Rarely,In-person service,Tourists come on weekends but do not know where to go.,2026-04-17,high,very satisfied,maybe,not urgent,rarely,51-100 aed,5,5,0.5,1,1,75,1,Tourists do not know local activities. Weekend tourism platform. Use Instagram. Tourists come on weekends but do not know where to go.
R000526,25-34,Male,Ras Al Khaimah Rural Area,Driver,paper_form,Tourists do not know local activities,Farm visit booking,Tourism,Low,Ask locals,Satisfied,No,0 AED,Soon,Rarely,Website,A simple guide for tourists would help small local businesses.,2026-05-01,low,satisfied,no,soon,rarely,0 aed,1,4,0.0,3,1,0,2,Tourists do not know local activities. Farm visit booking. Ask locals. A simple guide for tourists would help small local businesses.
R000530,45-54,Male,Liwa,Small Business Owner,interview,No easy booking for local experiences,Weekend tourism platform,Tourism,Medium,No organized option,Neutral,Yes,51-100 AED,Not urgent,Weekly,Mobile app,Local families could offer farm visits or cultural experiences.,2026-05-28,medium,neutral,yes,not urgent,weekly,51-100 aed,3,3,1.0,1,3,75,3,No easy booking for local experiences. Weekend tourism platform. No organized option. Local families could offer farm visits or cultural experiences.
R000532,55+,Female,Masfout,Student,shop_owner_note,Tourists do not know local activities,Farm visit booking,Tourism,Medium,No organized option,Dissatisfied,Yes,51-100 AED,Not urgent,Weekly,Delivery service,Tourists come on weekends but do not know where to go.,2026-05-12,medium,dissatisfied,yes,not urgent,weekly,51-100 aed,3,2,1.0,1,3,75,4,Tourists do not know local activities. Farm visit booking. No organized option. Tourists come on weekends but do not know where to go.
R000542,35-44,Female,Al Madam,Student,shop_owner_note,No easy booking for local experiences,Rural tourism guide,Tourism,High,Ask locals,Neutral,Yes,31-50 AED,Not urgent,Weekly,Phone call,Tourists come on weekends but do not know where to go.,2026-05-04,high,neutral,yes,not urgent,weekly,31-50 aed,5,3,1.0,1,3,40,3,No easy booking for local experiences. Rural tourism guide. Ask locals. Tourists come on weekends but do not know where to go.
R000545,18-24,Female,Kalba,Shop Owner,paper_form,Limited tourism information,Local experience booking,Tourism,Medium,Ask locals,Very satisfied,Yes,10-30 AED,Very urgent,Weekly,Delivery service,Tourists come on weekends but do not know where to go.,2026-04-30,medium,very satisfied,yes,very urgent,weekly,10-30 aed,3,5,1.0,5,3,20,1,Limited tourism information. Local experience booking. Ask locals. Tourists come on weekends but do not know where to go.
R000552,25-34,Male,Liwa,Homemaker,shop_owner_note,No easy booking for local experiences,Weekend tourism platform,Tourism,Medium,Use Instagram,Neutral,Maybe,10-30 AED,Not urgent,Monthly,Website,Local families could offer farm visits or cultural experiences.,2026-04-03,medium,neutral,maybe,not urgent,monthly,10-30 aed,3,3,0.5,1,2,20,3,No easy booking for local experiences. Weekend tourism platform. Use Instagram. Local families could offer farm visits or cultural experiences.
R000559,55+,Prefer Not To Say,Al Ain Outskirts,Teacher,qr_survey,No easy booking for local experiences,Weekend tourism platform,Tourism,High,Use Instagram,Dissatisfied,Yes,31-50 AED,Soon,Weekly,Mobile app,"Visitors ask about local food, farms, and activities.",2026-04-29,high,dissatisfied,yes,soon,weekly,31-50 aed,5,2,1.0,3,3,40,4,"No easy booking for local experiences. Weekend tourism platform. Use Instagram. Visitors ask about local food, farms, and activities."
R000560,55+,Prefer Not To Say,Al Madam,Homemaker,shop_owner_note,Tourists do not know local activities,Rural tourism guide,Tourism,High,No organized option,Dissatisfied,Maybe,10-30 AED,Not urgent,Monthly,Delivery service,"Visitors ask about local food, farms, and activities.",2026-04-14,high,dissatisfied,maybe,not urgent,monthly,10-30 aed,5,2,0.5,1,2,20,4,"Tourists do not know local activities. Rural tourism guide. No organized option. Visitors ask about local food, farms, and activities."
R000563,35-44,Prefer Not To Say,Liwa,Retired,voice_note,Local guides are not visible,Local experience booking,Tourism,High,Ask locals,Dissatisfied,Maybe,31-50 AED,Soon,Daily,Community center,A simple guide for tourists would help small local businesses.,2026-05-07,high,dissatisfied,maybe,soon,daily,31-50 aed,5,2,0.5,3,4,40,4,Local guides are not visible. Local experience booking. Ask locals. A simple guide for tourists would help small local businesses.
R000569,55+,Prefer Not To Say,Dibba,Small Business Owner,qr_survey,Tourists do not know local activities,Farm visit booking,Tourism,Low,Ask locals,Very dissatisfied,Yes,10-30 AED,Very urgent,Weekly,Community center,Local families could offer farm visits or cultural experiences.,2026-05-16,low,very dissatisfied,yes,very urgent,weekly,10-30 aed,1,1,1.0,5,3,20,5,Tourists do not know local activities. Farm visit booking. Ask locals. Local families could offer farm visits or cultural experiences.
R000571,45-54,Prefer Not To Say,Kalba,Driver,interview,No easy booking for local experiences,Farm visit booking,Tourism,High,Search online,Very dissatisfied,No,0 AED,Very urgent,Daily,Mobile app,Local families could offer farm visits or cultural experiences.,2026-06-09,high,very dissatisfied,no,very urgent,daily,0 aed,5,1,0.0,5,4,0,5,No easy booking for local experiences. Farm visit booking. Search online. Local families could offer farm visits or cultural experiences.
R000579,25-34,Female,Ghayathi,Student,shop_owner_note,No easy booking for local experiences,Farm visit booking,Tourism,Medium,Ask locals,Dissatisfied,Yes,31-50 AED,Very urgent,Daily,Community center,"Visitors ask about local food, farms, and activities.",2026-04-22,medium,dissatisfied,yes,very urgent,daily,31-50 aed,3,2,1.0,5,4,40,4,"No easy booking for local experiences. Farm visit booking. Ask locals. Visitors ask about local food, farms, and activities."
R000589,55+,Female,Kalba,Unemployed,qr_survey,Tourists do not know local activities,Rural tourism guide,Tourism,High,Use Instagram,Neutral,Yes,31-50 AED,Very urgent,Daily,Website,"Visitors ask about local food, farms, and activities.",2026-05-05,high,neutral,yes,very urgent,daily,31-50 aed,5,3,1.0,5,4,40,3,"Tourists do not know local activities. Rural tourism guide. Use Instagram. Visitors ask about local food, farms, and activities."
R000591,35-44,Female,Khor Fakkan Outskirts,Driver,qr_survey,Local guides are not visible,Weekend tourism platform,Tourism,High,Use Instagram,Very dissatisfied,Yes,31-50 AED,Not urgent,Monthly,Phone call,A simple guide for tourists would help small local businesses.,2026-05-02,high,very dissatisfied,yes,not urgent,monthly,31-50 aed,5,1,1.0,1,2,40,5,Local guides are not visible. Weekend tourism platform. Use Instagram. A simple guide for tourists would help small local businesses.
R000596,55+,Male,Ghayathi,Small Business Owner,voice_note,No easy booking for local experiences,Farm visit booking,Tourism,Medium,No organized option,Dissatisfied,Yes,10-30 AED,Soon,Daily,Website,Local families could offer farm visits or cultural experiences.,2026-05-02,medium,dissatisfied,yes,soon,daily,10-30 aed,3,2,1.0,3,4,20,4,No easy booking for local experiences. Farm visit booking. No organized option. Local families could offer farm visits or cultural experiences.
R000597,45-54,Prefer Not To Say,Al Madam,Homemaker,shop_owner_note,Tourists do not know local activities,Weekend tourism platform,Tourism,Low,Use Instagram,Satisfied,Maybe,31-50 AED,Not urgent,Monthly,In-person service,Tourists come on weekends but do not know where to go.,2026-06-06,low,satisfied,maybe,not urgent,monthly,31-50 aed,1,4,0.5,1,2,40,2,Tourists do not know local activities. Weekend tourism platform. Use Instagram. Tourists come on weekends but do not know where to go.
R000606,35-44,Prefer Not To Say,Al Ain Outskirts,Shop Owner,paper_form,Tourists do not know local activities,Rural tourism guide,Tourism,High,Search online,Dissatisfied,Maybe,10-30 AED,Very urgent,Daily,Website,Tourists come on weekends but do not know where to go.,2026-04-17,high,dissatisfied,maybe,very urgent,daily,10-30 aed,5,2,0.5,5,4,20,4,Tourists do not know local activities. Rural tourism guide. Search online. Tourists come on weekends but do not know where to go.
R000611,55+,Male,Masfout,Shop Owner,shop_owner_note,Local guides are not visible,Farm visit booking,Tourism,High,Search online,Neutral,Maybe,10-30 AED,Soon,Monthly,Phone call,Local families could offer farm visits or cultural experiences.,2026-04-20,high,neutral,maybe,soon,monthly,10-30 aed,5,3,0.5,3,2,20,3,Local guides are not visible. Farm visit booking. Search online. Local families could offer farm visits or cultural experiences.
R000613,18-24,Prefer Not To Say,Kalba,Small Business Owner,shop_owner_note,Local guides are not visible,Rural tourism guide,Tourism,High,No organized option,Very dissatisfied,No,0 AED,Soon,Daily,Mobile app,Local families could offer farm visits or cultural experiences.,2026-06-24,high,very dissatisfied,no,soon,daily,0 aed,5,1,0.0,3,4,0,5,Local guides are not visible. Rural tourism guide. No organized option. Local families could offer farm visits or cultural experiences.
R000620,55+,Prefer Not To Say,Al Madam,Retired,voice_note,Local guides are not visible,Farm visit booking,Tourism,High,Ask locals,Satisfied,Maybe,10-30 AED,Very urgent,Monthly,WhatsApp,Local families could offer farm visits or cultural experiences.,2026-06-25,high,satisfied,maybe,very urgent,monthly,10-30 aed,5,4,0.5,5,2,20,2,Local guides are not visible. Farm visit booking. Ask locals. Local families could offer farm visits or cultural experiences.
R000622,35-44,Female,Masfout,Homemaker,shop_owner_note,Tourists do not know local activities,Rural tourism guide,Tourism,Low,Search online,Neutral,Maybe,10-30 AED,Very urgent,Daily,In-person service,A simple guide for tourists would help small local businesses.,2026-06-23,low,neutral,maybe,very urgent,daily,10-30 aed,1,3,0.5,5,4,20,3,Tourists do not know local activities. Rural tourism guide. Search online. A simple guide for tourists would help small local businesses.
R000629,35-44,Male,Al Ain Outskirts,Small Business Owner,paper_form,Tourists do not know local activities,Farm visit booking,Tourism,Medium,Search online,Neutral,Maybe,31-50 AED,Soon,Monthly,Delivery service,Local families could offer farm visits or cultural experiences.,2026-04-26,medium,neutral,maybe,soon,monthly,31-50 aed,3,3,0.5,3,2,40,3,Tourists do not know local activities. Farm visit booking. Search online. Local families could offer farm visits or cultural experiences.
R000644,45-54,Female,Ras Al Khaimah Rural Area,Teacher,shop_owner_note,Tourists do not know local activities,Rural tourism guide,Tourism,Medium,Use Instagram,Dissatisfied,Yes,31-50 AED,Soon,Rarely,WhatsApp,A simple guide for tourists would help small local businesses.,2026-05-15,medium,dissatisfied,yes,soon,rarely,31-50 aed,3,2,1.0,3,1,40,4,Tourists do not know local activities. Rural tourism guide. Use Instagram. A simple guide for tourists would help small local businesses.
R000648,35-44,Male,Al Ain Outskirts,Tourism Worker,qr_survey,Limited tourism information,Local experience booking,Tourism,Medium,Use Instagram,Very satisfied,Yes,10-30 AED,Very urgent,Monthly,WhatsApp,A simple guide for tourists would help small local businesses.,2026-05-24,medium,very satisfied,yes,very urgent,monthly,10-30 aed,3,5,1.0,5,2,20,1,Limited tourism information. Local experience booking. Use Instagram. A simple guide for tourists would help small local businesses.
R000653,55+,Prefer Not To Say,Al Madam,Employee,paper_form,Limited tourism information,Rural tourism guide,Tourism,High,Search online,Very satisfied,Maybe,10-30 AED,Soon,Weekly,Mobile app,Local families could offer farm visits or cultural experiences.,2026-06-26,high,very satisfied,maybe,soon,weekly,10-30 aed,5,5,0.5,3,3,20,1,Limited tourism information. Rural tourism guide. Search online. Local families could offer farm visits or cultural experiences.
R000661,18-24,Male,Ghayathi,Tourism Worker,shop_owner_note,Tourists do not know local activities,Farm visit booking,Tourism,Medium,No organized option,Dissatisfied,Yes,100+ AED,Soon,Daily,Delivery service,Tourists come on weekends but do not know where to go.,2026-05-28,medium,dissatisfied,yes,soon,daily,100+ aed,3,2,1.0,3,4,120,4,Tourists do not know local activities. Farm visit booking. No organized option. Tourists come on weekends but do not know where to go.
R000682,35-44,Female,Ras Al Khaimah Rural Area,Employee,shop_owner_note,Local guides are not visible,Rural tourism guide,Tourism,High,Search online,Dissatisfied,Yes,10-30 AED,Not urgent,Weekly,Phone call,A simple guide for tourists would help small local businesses.,2026-05-11,high,dissatisfied,yes,not urgent,weekly,10-30 aed,5,2,1.0,1,3,20,4,Local guides are not visible. Rural tourism guide. Search online. A simple guide for tourists would help small local businesses.
R000683,18-24,Male,Masfout,Homemaker,paper_form,Limited tourism information,Farm visit booking,Tourism,High,Use Instagram,Very dissatisfied,Maybe,100+ AED,Very urgent,Weekly,Delivery service,A simple guide for tourists would help small local businesses.,2026-04-29,high,very dissatisfied,maybe,very urgent,weekly,100+ aed,5,1,0.5,5,3,120,5,Limited tourism information. Farm visit booking. Use Instagram. A simple guide for tourists would help small local businesses.
R000703,35-44,Male,Liwa,Shop Owner,interview,Limited tourism information,Weekend tourism platform,Tourism,Medium,Use Instagram,Dissatisfied,Maybe,10-30 AED,Very urgent,Rarely,Mobile app,Local families could offer farm visits or cultural experiences.,2026-04-05,medium,dissatisfied,maybe,very urgent,rarely,10-30 aed,3,2,0.5,5,1,20,4,Limited tourism information. Weekend tourism platform. Use Instagram. Local families could offer farm visits or cultural experiences.
R000704,45-54,Female,Hatta,Employee,voice_note,Limited tourism information,Farm visit booking,Tourism,High,No organized option,Neutral,Maybe,0 AED,Soon,Daily,Mobile app,A simple guide for tourists would help small local businesses.,2026-05-16,high,neutral,maybe,soon,daily,0 aed,5,3,0.5,3,4,0,3,Limited tourism information. Farm visit booking. No organized option. A simple guide for tourists would help small local businesses.
R000710,45-54,Female,Al Ain Outskirts,Driver,paper_form,Local guides are not visible,Local experience booking,Tourism,High,Ask locals,Neutral,Maybe,10-30 AED,Very urgent,Weekly,In-person service,A simple guide for tourists would help small local businesses.,2026-04-24,high,neutral,maybe,very urgent,weekly,10-30 aed,5,3,0.5,5,3,20,3,Local guides are not visible. Local experience booking. Ask locals. A simple guide for tourists would help small local businesses.
R000712,25-34,Male,Dibba,Teacher,interview,Local guides are not visible,Rural tourism guide,Tourism,High,Use Instagram,Dissatisfied,Yes,0 AED,Very urgent,Weekly,Phone call,Tourists come on weekends but do not know where to go.,2026-06-08,high,dissatisfied,yes,very urgent,weekly,0 aed,5,2,1.0,5,3,0,4,Local guides are not visible. Rural tourism guide. Use Instagram. Tourists come on weekends but do not know where to go.
R000722,35-44,Male,Dibba,Driver,interview,Tourists do not know local activities,Rural tourism guide,Tourism,Low,Search online,Neutral,No,0 AED,Soon,Weekly,Community center,Tourists come on weekends but do not know where to go.,2026-05-13,low,neutral,no,soon,weekly,0 aed,1,3,0.0,3,3,0,3,Tourists do not know local activities. Rural tourism guide. Search online. Tourists come on weekends but do not know where to go.
R000732,45-54,Male,Khor Fakkan Outskirts,Student,voice_note,Limited tourism information,Farm visit booking,Tourism,Low,Use Instagram,Satisfied,Maybe,31-50 AED,Soon,Daily,Delivery service,Tourists come on weekends but do not know where to go.,2026-04-07,low,satisfied,maybe,soon,daily,31-50 aed,1,4,0.5,3,4,40,2,Limited tourism information. Farm visit booking. Use Instagram. Tourists come on weekends but do not know where to go.
R000736,45-54,Prefer Not To Say,Hatta,Farmer,paper_form,No easy booking for local experiences,Weekend tourism platform,Tourism,High,No organized option,Neutral,Maybe,51-100 AED,Very urgent,Monthly,In-person service,"Visitors ask about local food, farms, and activities.",2026-06-18,high,neutral,maybe,very urgent,monthly,51-100 aed,5,3,0.5,5,2,75,3,"No easy booking for local experiences. Weekend tourism platform. No organized option. Visitors ask about local food, farms, and activities."
R000737,45-54,Prefer Not To Say,Kalba,Shop Owner,interview,Limited tourism information,Local experience booking,Tourism,Medium,Use Instagram,Dissatisfied,Yes,10-30 AED,Very urgent,Monthly,WhatsApp,A simple guide for tourists would help small local businesses.,2026-04-04,medium,dissatisfied,yes,very urgent,monthly,10-30 aed,3,2,1.0,5,2,20,4,Limited tourism information. Local experience booking. Use Instagram. A simple guide for tourists would help small local businesses.
R000741,45-54,Female,Liwa,Homemaker,interview,Tourists do not know local activities,Farm visit booking,Tourism,Low,Use Instagram,Neutral,Yes,51-100 AED,Not urgent,Weekly,Community center,A simple guide for tourists would help small local businesses.,2026-04-22,low,neutral,yes,not urgent,weekly,51-100 aed,1,3,1.0,1,3,75,3,Tourists do not know local activities. Farm visit booking. Use Instagram. A simple guide for tourists would help small local businesses.
