response_id,age_group,gender,region,occupation,source,main_problem,needed_service,service_category,importance_level,current_solution,satisfaction_level,would_pay,monthly_budget,urgency_level,frequency_of_problem,preferred_solution_type,opinion_text,date_collected,importance_key,satisfaction_key,would_pay_key,urgency_key,frequency_key,budget_key,importance_score,satisfaction_score,would_pay_score,urgency_score,frequency_score,budget_midpoint_aed,pain_score,analysis_text
R000469,55+,Prefer Not To Say,Masfout,Teacher,paper_form,Repair services take too long,AC repair service,Repair,High,Replace item,Very dissatisfied,Maybe,51-100 AED,Very urgent,Weekly,Website,It is hard to find someone nearby to repair appliances.,2026-04-14,high,very dissatisfied,maybe,very urgent,weekly,51-100 aed,5,1,0.5,5,3,75,5,Repair services take too long. AC repair service. Replace item. It is hard to find someone nearby to repair appliances.
R000493,55+,Female,Ras Al Khaimah Rural Area,Shop Owner,voice_note,Hard to find trusted technicians,AC repair service,Repair,Medium,Ask neighbors,Dissatisfied,Maybe,31-50 AED,Very urgent,Daily,Community center,Home maintenance is expensive because providers are far away.,2026-05-29,medium,dissatisfied,maybe,very urgent,daily,31-50 aed,3,2,0.5,5,4,40,4,Hard to find trusted technicians. AC repair service. Ask neighbors. Home maintenance is expensive because providers are far away.
R000504,18-24,Male,Masfout,Tourism Worker,interview,Repair services take too long,Local maintenance service,Repair,Medium,Wait several days,Dissatisfied,Maybe,31-50 AED,Soon,Rarely,In-person service,A trusted local technician service would be useful.,2026-06-10,medium,dissatisfied,maybe,soon,rarely,31-50 aed,3,2,0.5,3,1,40,4,Repair services take too long. Local maintenance service. Wait several days. A trusted local technician service would be useful.
R000513,35-44,Female,Hatta,Tourism Worker,voice_note,No nearby appliance repair,AC repair service,Repair,High,Replace item,Very satisfied,No,0 AED,Very urgent,Monthly,Phone call,Home maintenance is expensive because providers are far away.,2026-06-23,high,very satisfied,no,very urgent,monthly,0 aed,5,5,0.0,5,2,0,1,No nearby appliance repair. AC repair service. Replace item. Home maintenance is expensive because providers are far away.
R000535,55+,Female,Ghayathi,Small Business Owner,paper_form,Few repair services,Home appliance repair,Repair,Low,Ask neighbors,Satisfied,Yes,10-30 AED,Soon,Daily,Mobile app,People wait too long for repair workers to come from the city.,2026-03-28,low,satisfied,yes,soon,daily,10-30 aed,1,4,1.0,3,4,20,2,Few repair services. Home appliance repair. Ask neighbors. People wait too long for repair workers to come from the city.
R000539,35-44,Female,Dibba,Tourism Worker,paper_form,No nearby appliance repair,Local maintenance service,Repair,Medium,Wait several days,Very dissatisfied,Yes,31-50 AED,Soon,Weekly,Community center,Home maintenance is expensive because providers are far away.,2026-05-03,medium,very dissatisfied,yes,soon,weekly,31-50 aed,3,1,1.0,3,3,40,5,No nearby appliance repair. Local maintenance service. Wait several days. Home maintenance is expensive because providers are far away.
R000540,25-34,Prefer Not To Say,Masfout,Tourism Worker,interview,Few repair services,AC repair service,Repair,Low,Ask neighbors,Very satisfied,Yes,10-30 AED,Very urgent,Monthly,Phone call,It is hard to find someone nearby to repair appliances.,2026-06-06,low,very satisfied,yes,very urgent,monthly,10-30 aed,1,5,1.0,5,2,20,1,Few repair services. AC repair service. Ask neighbors. It is hard to find someone nearby to repair appliances.
R000546,45-54,Prefer Not To Say,Kalba,Shop Owner,paper_form,Few repair services,Mobile repair technician,Repair,High,Ask neighbors,Very dissatisfied,Yes,31-50 AED,Very urgent,Weekly,WhatsApp,People wait too long for repair workers to come from the city.,2026-04-01,high,very dissatisfied,yes,very urgent,weekly,31-50 aed,5,1,1.0,5,3,40,5,Few repair services. Mobile repair technician. Ask neighbors. People wait too long for repair workers to come from the city.
R000549,25-34,Prefer Not To Say,Kalba,Teacher,interview,Hard to find trusted technicians,Mobile repair technician,Repair,Medium,Replace item,Very dissatisfied,Maybe,10-30 AED,Soon,Daily,Phone call,A trusted local technician service would be useful.,2026-06-16,medium,very dissatisfied,maybe,soon,daily,10-30 aed,3,1,0.5,3,4,20,5,Hard to find trusted technicians. Mobile repair technician. Replace item. A trusted local technician service would be useful.
R000554,55+,Prefer Not To Say,Khor Fakkan Outskirts,Homemaker,interview,Few repair services,Home appliance repair,Repair,Low,Wait several days,Dissatisfied,Yes,10-30 AED,Very urgent,Daily,WhatsApp,People wait too long for repair workers to come from the city.,2026-06-11,low,dissatisfied,yes,very urgent,daily,10-30 aed,1,2,1.0,5,4,20,4,Few repair services. Home appliance repair. Wait several days. People wait too long for repair workers to come from the city.
R000555,18-24,Female,Liwa,Small Business Owner,qr_survey,Few repair services,Local maintenance service,Repair,High,Replace item,Neutral,No,0 AED,Very urgent,Monthly,Mobile app,A trusted local technician service would be useful.,2026-05-14,high,neutral,no,very urgent,monthly,0 aed,5,3,0.0,5,2,0,3,Few repair services. Local maintenance service. Replace item. A trusted local technician service would be useful.
R000558,45-54,Male,Liwa,Teacher,paper_form,Few repair services,Mobile repair technician,Repair,Medium,Replace item,Neutral,Yes,100+ AED,Very urgent,Weekly,WhatsApp,A trusted local technician service would be useful.,2026-05-19,medium,neutral,yes,very urgent,weekly,100+ aed,3,3,1.0,5,3,120,3,Few repair services. Mobile repair technician. Replace item. A trusted local technician service would be useful.
R000570,25-34,Female,Al Madam,Shop Owner,interview,Hard to find trusted technicians,AC repair service,Repair,Medium,Wait several days,Very satisfied,Maybe,31-50 AED,Very urgent,Weekly,WhatsApp,People wait too long for repair workers to come from the city.,2026-06-23,medium,very satisfied,maybe,very urgent,weekly,31-50 aed,3,5,0.5,5,3,40,1,Hard to find trusted technicians. AC repair service. Wait several days. People wait too long for repair workers to come from the city.
R000582,45-54,Female,Ras Al Khaimah Rural Area,Farmer,interview,No nearby appliance repair,Home appliance repair,Repair,Low,Ask neighbors,Satisfied,Yes,10-30 AED,Not urgent,Weekly,Phone call,Home maintenance is expensive because providers are far away.,2026-04-02,low,satisfied,yes,not urgent,weekly,10-30 aed,1,4,1.0,1,3,20,2,No nearby appliance repair. Home appliance repair. Ask neighbors. Home maintenance is expensive because providers are far away.
R000585,55+,Male,Masfout,Farmer,paper_form,Repair services take too long,Mobile repair technician,Repair,Medium,Ask neighbors,Dissatisfied,Maybe,10-30 AED,Soon,Rarely,WhatsApp,People wait too long for repair workers to come from the city.,2026-06-18,medium,dissatisfied,maybe,soon,rarely,10-30 aed,3,2,0.5,3,1,20,4,Repair services take too long. Mobile repair technician. Ask neighbors. People wait too long for repair workers to come from the city.
R000586,35-44,Male,Khor Fakkan Outskirts,Employee,interview,Repair services take too long,Home appliance repair,Repair,High,Ask neighbors,Very dissatisfied,Maybe,51-100 AED,Soon,Monthly,Mobile app,It is hard to find someone nearby to repair appliances.,2026-05-28,high,very dissatisfied,maybe,soon,monthly,51-100 aed,5,1,0.5,3,2,75,5,Repair services take too long. Home appliance repair. Ask neighbors. It is hard to find someone nearby to repair appliances.
R000587,25-34,Female,Kalba,Small Business Owner,shop_owner_note,Few repair services,Local maintenance service,Repair,Medium,Wait several days,Neutral,Yes,100+ AED,Soon,Daily,WhatsApp,It is hard to find someone nearby to repair appliances.,2026-04-28,medium,neutral,yes,soon,daily,100+ aed,3,3,1.0,3,4,120,3,Few repair services. Local maintenance service. Wait several days. It is hard to find someone nearby to repair appliances.
R000600,35-44,Prefer Not To Say,Al Madam,Unemployed,shop_owner_note,Repair services take too long,AC repair service,Repair,High,Ask neighbors,Dissatisfied,No,0 AED,Very urgent,Monthly,In-person service,A trusted local technician service would be useful.,2026-05-18,high,dissatisfied,no,very urgent,monthly,0 aed,5,2,0.0,5,2,0,4,Repair services take too long. AC repair service. Ask neighbors. A trusted local technician service would be useful.
R000601,45-54,Prefer Not To Say,Hatta,Homemaker,qr_survey,Few repair services,AC repair service,Repair,High,Wait several days,Satisfied,Yes,51-100 AED,Very urgent,Daily,Delivery service,Home maintenance is expensive because providers are far away.,2026-04-17,high,satisfied,yes,very urgent,daily,51-100 aed,5,4,1.0,5,4,75,2,Few repair services. AC repair service. Wait several days. Home maintenance is expensive because providers are far away.
R000604,45-54,Male,Khor Fakkan Outskirts,Teacher,shop_owner_note,No nearby appliance repair,Mobile repair technician,Repair,Low,Call city technician,Dissatisfied,Maybe,10-30 AED,Very urgent,Daily,In-person service,Home maintenance is expensive because providers are far away.,2026-05-16,low,dissatisfied,maybe,very urgent,daily,10-30 aed,1,2,0.5,5,4,20,4,No nearby appliance repair. Mobile repair technician. Call city technician. Home maintenance is expensive because providers are far away.
R000608,45-54,Male,Khor Fakkan Outskirts,Unemployed,qr_survey,No nearby appliance repair,Mobile repair technician,Repair,High,Replace item,Dissatisfied,Yes,31-50 AED,Not urgent,Weekly,Website,It is hard to find someone nearby to repair appliances.,2026-04-21,high,dissatisfied,yes,not urgent,weekly,31-50 aed,5,2,1.0,1,3,40,4,No nearby appliance repair. Mobile repair technician. Replace item. It is hard to find someone nearby to repair appliances.
R000609,55+,Female,Kalba,Unemployed,paper_form,Hard to find trusted technicians,Mobile repair technician,Repair,Medium,Replace item,Dissatisfied,Yes,31-50 AED,Soon,Weekly,WhatsApp,People wait too long for repair workers to come from the city.,2026-04-30,medium,dissatisfied,yes,soon,weekly,31-50 aed,3,2,1.0,3,3,40,4,Hard to find trusted technicians. Mobile repair technician. Replace item. People wait too long for repair workers to come from the city.
R000612,18-24,Female,Al Ain Outskirts,Farmer,voice_note,No nearby appliance repair,Mobile repair technician,Repair,Medium,Call city technician,Very dissatisfied,Maybe,31-50 AED,Very urgent,Monthly,WhatsApp,Home maintenance is expensive because providers are far away.,2026-04-01,medium,very dissatisfied,maybe,very urgent,monthly,31-50 aed,3,1,0.5,5,2,40,5,No nearby appliance repair. Mobile repair technician. Call city technician. Home maintenance is expensive because providers are far away.
R000618,18-24,Prefer Not To Say,Al Madam,Farmer,interview,Repair services take too long,Mobile repair technician,Repair,High,Ask neighbors,Very satisfied,No,0 AED,Very urgent,Weekly,Phone call,A trusted local technician service would be useful.,2026-04-27,high,very satisfied,no,very urgent,weekly,0 aed,5,5,0.0,5,3,0,1,Repair services take too long. Mobile repair technician. Ask neighbors. A trusted local technician service would be useful.
R000619,25-34,Male,Masfout,Employee,qr_survey,Hard to find trusted technicians,Home appliance repair,Repair,Medium,Replace item,Dissatisfied,Maybe,31-50 AED,Soon,Weekly,Community center,It is hard to find someone nearby to repair appliances.,2026-04-27,medium,dissatisfied,maybe,soon,weekly,31-50 aed,3,2,0.5,3,3,40,4,Hard to find trusted technicians. Home appliance repair. Replace item. It is hard to find someone nearby to repair appliances.
R000627,45-54,Prefer Not To Say,Ras Al Khaimah Rural Area,Driver,shop_owner_note,Few repair services,Home appliance repair,Repair,Medium,Call city technician,Neutral,Maybe,100+ AED,Very urgent,Weekly,Mobile app,A trusted local technician service would be useful.,2026-05-16,medium,neutral,maybe,very urgent,weekly,100+ aed,3,3,0.5,5,3,120,3,Few repair services. Home appliance repair. Call city technician. A trusted local technician service would be useful.
R000628,45-54,Female,Masfout,Teacher,voice_note,Hard to find trusted technicians,AC repair service,Repair,High,Call city technician,Neutral,Yes,31-50 AED,Very urgent,Weekly,Mobile app,People wait too long for repair workers to come from the city.,2026-04-23,high,neutral,yes,very urgent,weekly,31-50 aed,5,3,1.0,5,3,40,3,Hard to find trusted technicians. AC repair service. Call city technician. People wait too long for repair workers to come from the city.
R000646,45-54,Male,Masfout,Shop Owner,shop_owner_note,No nearby appliance repair,Mobile repair technician,Repair,High,Wait several days,Dissatisfied,Maybe,51-100 AED,Very urgent,Monthly,WhatsApp,Home maintenance is expensive because providers are far away.,2026-05-31,high,dissatisfied,maybe,very urgent,monthly,51-100 aed,5,2,0.5,5,2,75,4,No nearby appliance repair. Mobile repair technician. Wait several days. Home maintenance is expensive because providers are far away.
R000655,45-54,Male,Ras Al Khaimah Rural Area,Retired,voice_note,Repair services take too long,Mobile repair technician,Repair,High,Wait several days,Satisfied,No,0 AED,Not urgent,Daily,Website,A trusted local technician service would be useful.,2026-05-30,high,satisfied,no,not urgent,daily,0 aed,5,4,0.0,1,4,0,2,Repair services take too long. Mobile repair technician. Wait several days. A trusted local technician service would be useful.
R000657,25-34,Male,Ghayathi,Retired,qr_survey,Hard to find trusted technicians,AC repair service,Repair,Medium,Replace item,Dissatisfied,Yes,0 AED,Very urgent,Monthly,Community center,It is hard to find someone nearby to repair appliances.,2026-05-14,medium,dissatisfied,yes,very urgent,monthly,0 aed,3,2,1.0,5,2,0,4,Hard to find trusted technicians. AC repair service. Replace item. It is hard to find someone nearby to repair appliances.
R000659,25-34,Male,Ras Al Khaimah Rural Area,Driver,paper_form,Few repair services,Mobile repair technician,Repair,High,Ask neighbors,Dissatisfied,Yes,10-30 AED,Not urgent,Daily,WhatsApp,Home maintenance is expensive because providers are far away.,2026-06-23,high,dissatisfied,yes,not urgent,daily,10-30 aed,5,2,1.0,1,4,20,4,Few repair services. Mobile repair technician. Ask neighbors. Home maintenance is expensive because providers are far away.
R000667,18-24,Male,Hatta,Small Business Owner,qr_survey,No nearby appliance repair,Local maintenance service,Repair,Medium,Call city technician,Very dissatisfied,Maybe,0 AED,Very urgent,Daily,Community center,Home maintenance is expensive because providers are far away.,2026-05-21,medium,very dissatisfied,maybe,very urgent,daily,0 aed,3,1,0.5,5,4,0,5,No nearby appliance repair. Local maintenance service. Call city technician. Home maintenance is expensive because providers are far away.
R000672,35-44,Female,Kalba,Teacher,interview,Few repair services,Mobile repair technician,Repair,Medium,Ask neighbors,Satisfied,Yes,31-50 AED,Very urgent,Monthly,WhatsApp,Home maintenance is expensive because providers are far away.,2026-05-19,medium,satisfied,yes,very urgent,monthly,31-50 aed,3,4,1.0,5,2,40,2,Few repair services. Mobile repair technician. Ask neighbors. Home maintenance is expensive because providers are far away.
R000674,35-44,Prefer Not To Say,Kalba,Driver,voice_note,Repair services take too long,Local maintenance service,Repair,Low,Ask neighbors,Very dissatisfied,No,0 AED,Very urgent,Monthly,WhatsApp,People wait too long for repair workers to come from the city.,2026-06-25,low,very dissatisfied,no,very urgent,monthly,0 aed,1,1,0.0,5,2,0,5,Repair services take too long. Local maintenance service. Ask neighbors. People wait too long for repair workers to come from the city.
R000675,25-34,Male,Liwa,Small Business Owner,interview,Hard to find trusted technicians,Mobile repair technician,Repair,Medium,Ask neighbors,Satisfied,Yes,10-30 AED,Soon,Weekly,Delivery service,It is hard to find someone nearby to repair appliances.,2026-04-29,medium,satisfied,yes,soon,weekly,10-30 aed,3,4,1.0,3,3,20,2,Hard to find trusted technicians. Mobile repair technician. Ask neighbors. It is hard to find someone nearby to repair appliances.
R000677,45-54,Male,Ghayathi,Employee,interview,Hard to find trusted technicians,Home appliance repair,Repair,High,Replace item,Neutral,Yes,51-100 AED,Very urgent,Monthly,WhatsApp,Home maintenance is expensive because providers are far away.,2026-04-14,high,neutral,yes,very urgent,monthly,51-100 aed,5,3,1.0,5,2,75,3,Hard to find trusted technicians. Home appliance repair. Replace item. Home maintenance is expensive because providers are far away.
R000689,55+,Female,Hatta,Homemaker,shop_owner_note,Repair services take too long,AC repair service,Repair,High,Wait several days,Satisfied,Yes,31-50 AED,Very urgent,Daily,Mobile app,People wait too long for repair workers to come from the city.,2026-05-07,high,satisfied,yes,very urgent,daily,31-50 aed,5,4,1.0,5,4,40,2,Repair services take too long. AC repair service. Wait several days. People wait too long for repair workers to come from the city.
R000695,45-54,Male,Masfout,Teacher,shop_owner_note,Repair services take too long,Mobile repair technician,Repair,High,Ask neighbors,Neutral,Maybe,31-50 AED,Soon,Rarely,Delivery service,A trusted local technician service would be useful.,2026-05-09,high,neutral,maybe,soon,rarely,31-50 aed,5,3,0.5,3,1,40,3,Repair services take too long. Mobile repair technician. Ask neighbors. A trusted local technician service would be useful.
R000698,35-44,Male,Ghayathi,Tourism Worker,voice_note,No nearby appliance repair,Local maintenance service,Repair,Medium,Call city technician,Dissatisfied,Yes,31-50 AED,Very urgent,Monthly,Phone call,Home maintenance is expensive because providers are far away.,2026-04-30,medium,dissatisfied,yes,very urgent,monthly,31-50 aed,3,2,1.0,5,2,40,4,No nearby appliance repair. Local maintenance service. Call city technician. Home maintenance is expensive because providers are far away.
R000713,45-54,Prefer Not To Say,Al Madam,Employee,paper_form,Few repair services,AC repair service,Repair,Medium,Ask neighbors,Dissatisfied,Yes,100+ AED,Very urgent,Weekly,Phone call,It is hard to find someone nearby to repair appliances.,2026-04-09,medium,dissatisfied,yes,very urgent,weekly,100+ aed,3,2,1.0,5,3,120,4,Few repair services. AC repair service. Ask neighbors. It is hard to find someone nearby to repair appliances.
R000717,35-44,Male,Liwa,Retired,voice_note,Hard to find trusted technicians,Home appliance repair,Repair,High,Wait several days,Very dissatisfied,Yes,100+ AED,Soon,Weekly,Phone call,Home maintenance is expensive because providers are far away.,2026-06-11,high,very dissatisfied,yes,soon,weekly,100+ aed,5,1,1.0,3,3,120,5,Hard to find trusted technicians. Home appliance repair. Wait several days. Home maintenance is expensive because providers are far away.
R000720,45-54,Prefer Not To Say,Kalba,Homemaker,interview,No nearby appliance repair,AC repair service,Repair,Low,Ask neighbors,Dissatisfied,Yes,10-30 AED,Very urgent,Monthly,Mobile app,Home maintenance is expensive because providers are far away.,2026-05-08,low,dissatisfied,yes,very urgent,monthly,10-30 aed,1,2,1.0,5,2,20,4,No nearby appliance repair. AC repair service. Ask neighbors. Home maintenance is expensive because providers are far away.
R000725,35-44,Female,Hatta,Tourism Worker,qr_survey,Few repair services,Home appliance repair,Repair,High,Replace item,Dissatisfied,No,0 AED,Very urgent,Weekly,Phone call,People wait too long for repair workers to come from the city.,2026-05-03,high,dissatisfied,no,very urgent,weekly,0 aed,5,2,0.0,5,3,0,4,Few repair services. Home appliance repair. Replace item. People wait too long for repair workers to come from the city.
R000727,18-24,Female,Masfout,Driver,paper_form,Repair services take too long,Home appliance repair,Repair,Low,Replace item,Satisfied,Yes,31-50 AED,Soon,Daily,Community center,It is hard to find someone nearby to repair appliances.,2026-06-05,low,satisfied,yes,soon,daily,31-50 aed,1,4,1.0,3,4,40,2,Repair services take too long. Home appliance repair. Replace item. It is hard to find someone nearby to repair appliances.
R000744,55+,Male,Kalba,Shop Owner,shop_owner_note,Hard to find trusted technicians,Local maintenance service,Repair,High,Call city technician,Dissatisfied,Maybe,51-100 AED,Very urgent,Daily,Delivery service,People wait too long for repair workers to come from the city.,2026-06-24,high,dissatisfied,maybe,very urgent,daily,51-100 aed,5,2,0.5,5,4,75,4,Hard to find trusted technicians. Local maintenance service. Call city technician. People wait too long for repair workers to come from the city.
R000748,18-24,Prefer Not To Say,Al Madam,Unemployed,paper_form,No nearby appliance repair,Mobile repair technician,Repair,Medium,Wait several days,Dissatisfied,Maybe,31-50 AED,Not urgent,Monthly,Phone call,Home maintenance is expensive because providers are far away.,2026-06-02,medium,dissatisfied,maybe,not urgent,monthly,31-50 aed,3,2,0.5,1,2,40,4,No nearby appliance repair. Mobile repair technician. Wait several days. Home maintenance is expensive because providers are far away.
