response_id,age_group,gender,region,occupation,source,main_problem,needed_service,service_category,importance_level,current_solution,satisfaction_level,would_pay,monthly_budget,urgency_level,frequency_of_problem,preferred_solution_type,opinion_text,date_collected,importance_key,satisfaction_key,would_pay_key,urgency_key,frequency_key,budget_key,importance_score,satisfaction_score,would_pay_score,urgency_score,frequency_score,budget_midpoint_aed,pain_score,analysis_text
R000396,45-54,Female,Hatta,Student,shop_owner_note,Low visibility for local produce,Weekly farm box service,Agriculture,High,Sell through relatives,Neutral,Yes,10-30 AED,Not urgent,Weekly,WhatsApp,Farmers depend too much on word of mouth.,2026-06-10,high,neutral,yes,not urgent,weekly,10-30 aed,5,3,1.0,1,3,20,3,Low visibility for local produce. Weekly farm box service. Sell through relatives. Farmers depend too much on word of mouth.
R000401,35-44,Prefer Not To Say,Masfout,Teacher,interview,No simple ordering system for farms,Farm product marketplace,Agriculture,High,No clear solution,Satisfied,Maybe,100+ AED,Not urgent,Rarely,Website,A WhatsApp ordering system for local farms would be useful.,2026-05-29,high,satisfied,maybe,not urgent,rarely,100+ aed,5,4,0.5,1,1,120,2,No simple ordering system for farms. Farm product marketplace. No clear solution. A WhatsApp ordering system for local farms would be useful.
R000403,55+,Prefer Not To Say,Liwa,Tourism Worker,qr_survey,No simple ordering system for farms,Farm-to-home ordering,Agriculture,Low,Use WhatsApp groups,Satisfied,Maybe,10-30 AED,Very urgent,Weekly,Community center,People would buy more local produce if ordering was easier.,2026-06-19,low,satisfied,maybe,very urgent,weekly,10-30 aed,1,4,0.5,5,3,20,2,No simple ordering system for farms. Farm-to-home ordering. Use WhatsApp groups. People would buy more local produce if ordering was easier.
R000408,18-24,Female,Al Ain Outskirts,Small Business Owner,shop_owner_note,Farmers struggle to sell directly,Farm-to-home ordering,Agriculture,High,Use WhatsApp groups,Neutral,Maybe,10-30 AED,Very urgent,Weekly,Mobile app,A WhatsApp ordering system for local farms would be useful.,2026-05-23,high,neutral,maybe,very urgent,weekly,10-30 aed,5,3,0.5,5,3,20,3,Farmers struggle to sell directly. Farm-to-home ordering. Use WhatsApp groups. A WhatsApp ordering system for local farms would be useful.
R000415,45-54,Prefer Not To Say,Khor Fakkan Outskirts,Unemployed,shop_owner_note,Farmers struggle to sell directly,Farm-to-home ordering,Agriculture,High,Sell through relatives,Satisfied,Yes,51-100 AED,Soon,Monthly,WhatsApp,A WhatsApp ordering system for local farms would be useful.,2026-06-05,high,satisfied,yes,soon,monthly,51-100 aed,5,4,1.0,3,2,75,2,Farmers struggle to sell directly. Farm-to-home ordering. Sell through relatives. A WhatsApp ordering system for local farms would be useful.
R000425,55+,Male,Ras Al Khaimah Rural Area,Unemployed,paper_form,No simple ordering system for farms,Local produce delivery,Agriculture,Low,Sell at local market,Neutral,Yes,10-30 AED,Soon,Weekly,In-person service,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-05-11,low,neutral,yes,soon,weekly,10-30 aed,1,3,1.0,3,3,20,3,No simple ordering system for farms. Local produce delivery. Sell at local market. Small farms need a simple way to sell dates and vegetables directly to customers.
R000436,55+,Female,Liwa,Small Business Owner,shop_owner_note,Low visibility for local produce,Local produce delivery,Agriculture,High,Sell through relatives,Neutral,Maybe,31-50 AED,Soon,Monthly,In-person service,Farmers depend too much on word of mouth.,2026-05-03,high,neutral,maybe,soon,monthly,31-50 aed,5,3,0.5,3,2,40,3,Low visibility for local produce. Local produce delivery. Sell through relatives. Farmers depend too much on word of mouth.
R000437,25-34,Female,Dibba,Driver,qr_survey,Low visibility for local produce,Farm-to-home ordering,Agriculture,Medium,Sell at local market,Dissatisfied,Maybe,51-100 AED,Soon,Monthly,Mobile app,A WhatsApp ordering system for local farms would be useful.,2026-03-29,medium,dissatisfied,maybe,soon,monthly,51-100 aed,3,2,0.5,3,2,75,4,Low visibility for local produce. Farm-to-home ordering. Sell at local market. A WhatsApp ordering system for local farms would be useful.
R000445,18-24,Female,Kalba,Teacher,interview,Low visibility for local produce,Farm-to-home ordering,Agriculture,High,Sell at local market,Satisfied,Maybe,10-30 AED,Very urgent,Daily,Phone call,People would buy more local produce if ordering was easier.,2026-05-29,high,satisfied,maybe,very urgent,daily,10-30 aed,5,4,0.5,5,4,20,2,Low visibility for local produce. Farm-to-home ordering. Sell at local market. People would buy more local produce if ordering was easier.
R000454,55+,Prefer Not To Say,Al Ain Outskirts,Tourism Worker,paper_form,No simple ordering system for farms,Weekly farm box service,Agriculture,Medium,No clear solution,Neutral,Yes,10-30 AED,Not urgent,Weekly,Delivery service,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-06-13,medium,neutral,yes,not urgent,weekly,10-30 aed,3,3,1.0,1,3,20,3,No simple ordering system for farms. Weekly farm box service. No clear solution. Small farms need a simple way to sell dates and vegetables directly to customers.
R000457,55+,Prefer Not To Say,Kalba,Student,interview,Lack of farm marketing,Farm-to-home ordering,Agriculture,High,No clear solution,Satisfied,Maybe,31-50 AED,Soon,Daily,In-person service,A WhatsApp ordering system for local farms would be useful.,2026-04-05,high,satisfied,maybe,soon,daily,31-50 aed,5,4,0.5,3,4,40,2,Lack of farm marketing. Farm-to-home ordering. No clear solution. A WhatsApp ordering system for local farms would be useful.
R000463,18-24,Male,Masfout,Shop Owner,qr_survey,No simple ordering system for farms,Weekly farm box service,Agriculture,High,Sell through relatives,Neutral,Maybe,0 AED,Not urgent,Weekly,Delivery service,Farmers depend too much on word of mouth.,2026-06-08,high,neutral,maybe,not urgent,weekly,0 aed,5,3,0.5,1,3,0,3,No simple ordering system for farms. Weekly farm box service. Sell through relatives. Farmers depend too much on word of mouth.
R000465,45-54,Male,Al Madam,Small Business Owner,paper_form,No simple ordering system for farms,Farm product marketplace,Agriculture,Low,No clear solution,Satisfied,Yes,100+ AED,Soon,Weekly,In-person service,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-04,low,satisfied,yes,soon,weekly,100+ aed,1,4,1.0,3,3,120,2,No simple ordering system for farms. Farm product marketplace. No clear solution. Small farms need a simple way to sell dates and vegetables directly to customers.
R000470,35-44,Male,Dibba,Tourism Worker,interview,Lack of farm marketing,Farm product marketplace,Agriculture,High,Use WhatsApp groups,Dissatisfied,No,0 AED,Not urgent,Monthly,Phone call,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-05-03,high,dissatisfied,no,not urgent,monthly,0 aed,5,2,0.0,1,2,0,4,Lack of farm marketing. Farm product marketplace. Use WhatsApp groups. Small farms need a simple way to sell dates and vegetables directly to customers.
R000472,45-54,Female,Al Ain Outskirts,Driver,qr_survey,Farmers struggle to sell directly,Farm product marketplace,Agriculture,High,Sell at local market,Neutral,Maybe,100+ AED,Soon,Monthly,Delivery service,Farmers depend too much on word of mouth.,2026-05-28,high,neutral,maybe,soon,monthly,100+ aed,5,3,0.5,3,2,120,3,Farmers struggle to sell directly. Farm product marketplace. Sell at local market. Farmers depend too much on word of mouth.
R000476,25-34,Male,Masfout,Employee,voice_note,Farmers struggle to sell directly,Farm product marketplace,Agriculture,High,Use WhatsApp groups,Very dissatisfied,Maybe,51-100 AED,Very urgent,Daily,Mobile app,People would buy more local produce if ordering was easier.,2026-04-01,high,very dissatisfied,maybe,very urgent,daily,51-100 aed,5,1,0.5,5,4,75,5,Farmers struggle to sell directly. Farm product marketplace. Use WhatsApp groups. People would buy more local produce if ordering was easier.
R000479,45-54,Male,Al Ain Outskirts,Driver,paper_form,No simple ordering system for farms,Farm product marketplace,Agriculture,Medium,Sell at local market,Dissatisfied,Yes,31-50 AED,Not urgent,Weekly,Community center,A WhatsApp ordering system for local farms would be useful.,2026-05-04,medium,dissatisfied,yes,not urgent,weekly,31-50 aed,3,2,1.0,1,3,40,4,No simple ordering system for farms. Farm product marketplace. Sell at local market. A WhatsApp ordering system for local farms would be useful.
R000481,55+,Female,Dibba,Small Business Owner,interview,Lack of farm marketing,Local produce delivery,Agriculture,High,Use WhatsApp groups,Dissatisfied,Yes,10-30 AED,Very urgent,Rarely,Delivery service,Farmers depend too much on word of mouth.,2026-05-26,high,dissatisfied,yes,very urgent,rarely,10-30 aed,5,2,1.0,5,1,20,4,Lack of farm marketing. Local produce delivery. Use WhatsApp groups. Farmers depend too much on word of mouth.
R000486,35-44,Female,Kalba,Teacher,paper_form,Lack of farm marketing,Farm product marketplace,Agriculture,High,No clear solution,Dissatisfied,Yes,10-30 AED,Very urgent,Weekly,Phone call,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-03-30,high,dissatisfied,yes,very urgent,weekly,10-30 aed,5,2,1.0,5,3,20,4,Lack of farm marketing. Farm product marketplace. No clear solution. Small farms need a simple way to sell dates and vegetables directly to customers.
R000491,55+,Male,Masfout,Small Business Owner,voice_note,Low visibility for local produce,Local produce delivery,Agriculture,High,Sell through relatives,Very dissatisfied,Yes,51-100 AED,Very urgent,Weekly,Mobile app,People would buy more local produce if ordering was easier.,2026-05-05,high,very dissatisfied,yes,very urgent,weekly,51-100 aed,5,1,1.0,5,3,75,5,Low visibility for local produce. Local produce delivery. Sell through relatives. People would buy more local produce if ordering was easier.
R000496,18-24,Male,Liwa,Driver,voice_note,Farmers struggle to sell directly,Weekly farm box service,Agriculture,High,No clear solution,Very dissatisfied,Yes,10-30 AED,Soon,Weekly,Website,A WhatsApp ordering system for local farms would be useful.,2026-04-07,high,very dissatisfied,yes,soon,weekly,10-30 aed,5,1,1.0,3,3,20,5,Farmers struggle to sell directly. Weekly farm box service. No clear solution. A WhatsApp ordering system for local farms would be useful.
R000500,55+,Male,Dibba,Tourism Worker,voice_note,Lack of farm marketing,Local produce delivery,Agriculture,High,Sell at local market,Very satisfied,No,0 AED,Soon,Weekly,In-person service,A WhatsApp ordering system for local farms would be useful.,2026-05-16,high,very satisfied,no,soon,weekly,0 aed,5,5,0.0,3,3,0,1,Lack of farm marketing. Local produce delivery. Sell at local market. A WhatsApp ordering system for local farms would be useful.
R000505,45-54,Female,Hatta,Homemaker,interview,Low visibility for local produce,Local produce delivery,Agriculture,Medium,Use WhatsApp groups,Very dissatisfied,Maybe,51-100 AED,Soon,Weekly,Website,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-20,medium,very dissatisfied,maybe,soon,weekly,51-100 aed,3,1,0.5,3,3,75,5,Low visibility for local produce. Local produce delivery. Use WhatsApp groups. Small farms need a simple way to sell dates and vegetables directly to customers.
R000506,18-24,Female,Dibba,Unemployed,interview,Lack of farm marketing,Farm-to-home ordering,Agriculture,High,Sell through relatives,Very dissatisfied,Maybe,10-30 AED,Not urgent,Daily,Community center,A WhatsApp ordering system for local farms would be useful.,2026-04-08,high,very dissatisfied,maybe,not urgent,daily,10-30 aed,5,1,0.5,1,4,20,5,Lack of farm marketing. Farm-to-home ordering. Sell through relatives. A WhatsApp ordering system for local farms would be useful.
R000510,55+,Prefer Not To Say,Masfout,Shop Owner,paper_form,Farmers struggle to sell directly,Farm-to-home ordering,Agriculture,High,Use WhatsApp groups,Very satisfied,Maybe,31-50 AED,Not urgent,Daily,Mobile app,Farmers depend too much on word of mouth.,2026-06-12,high,very satisfied,maybe,not urgent,daily,31-50 aed,5,5,0.5,1,4,40,1,Farmers struggle to sell directly. Farm-to-home ordering. Use WhatsApp groups. Farmers depend too much on word of mouth.
R000514,25-34,Prefer Not To Say,Al Madam,Tourism Worker,voice_note,Farmers struggle to sell directly,Local produce delivery,Agriculture,High,Use WhatsApp groups,Neutral,No,0 AED,Very urgent,Weekly,Community center,People would buy more local produce if ordering was easier.,2026-04-16,high,neutral,no,very urgent,weekly,0 aed,5,3,0.0,5,3,0,3,Farmers struggle to sell directly. Local produce delivery. Use WhatsApp groups. People would buy more local produce if ordering was easier.
R000520,35-44,Prefer Not To Say,Dibba,Farmer,qr_survey,Farmers struggle to sell directly,Weekly farm box service,Agriculture,Low,Sell at local market,Dissatisfied,Yes,10-30 AED,Not urgent,Weekly,Delivery service,A WhatsApp ordering system for local farms would be useful.,2026-06-11,low,dissatisfied,yes,not urgent,weekly,10-30 aed,1,2,1.0,1,3,20,4,Farmers struggle to sell directly. Weekly farm box service. Sell at local market. A WhatsApp ordering system for local farms would be useful.
R000525,25-34,Male,Dibba,Farmer,voice_note,No simple ordering system for farms,Farm-to-home ordering,Agriculture,High,Sell at local market,Dissatisfied,Yes,31-50 AED,Soon,Weekly,Phone call,A WhatsApp ordering system for local farms would be useful.,2026-04-06,high,dissatisfied,yes,soon,weekly,31-50 aed,5,2,1.0,3,3,40,4,No simple ordering system for farms. Farm-to-home ordering. Sell at local market. A WhatsApp ordering system for local farms would be useful.
R000529,55+,Female,Kalba,Unemployed,qr_survey,Low visibility for local produce,Weekly farm box service,Agriculture,Medium,Use WhatsApp groups,Very satisfied,Yes,100+ AED,Not urgent,Weekly,In-person service,Farmers depend too much on word of mouth.,2026-06-13,medium,very satisfied,yes,not urgent,weekly,100+ aed,3,5,1.0,1,3,120,1,Low visibility for local produce. Weekly farm box service. Use WhatsApp groups. Farmers depend too much on word of mouth.
R000534,45-54,Female,Khor Fakkan Outskirts,Tourism Worker,qr_survey,Farmers struggle to sell directly,Farm product marketplace,Agriculture,Medium,Sell through relatives,Satisfied,No,0 AED,Not urgent,Weekly,Mobile app,A WhatsApp ordering system for local farms would be useful.,2026-05-17,medium,satisfied,no,not urgent,weekly,0 aed,3,4,0.0,1,3,0,2,Farmers struggle to sell directly. Farm product marketplace. Sell through relatives. A WhatsApp ordering system for local farms would be useful.
R000548,45-54,Male,Al Ain Outskirts,Tourism Worker,shop_owner_note,Low visibility for local produce,Local produce delivery,Agriculture,Medium,Use WhatsApp groups,Neutral,Yes,51-100 AED,Very urgent,Monthly,Website,People would buy more local produce if ordering was easier.,2026-03-30,medium,neutral,yes,very urgent,monthly,51-100 aed,3,3,1.0,5,2,75,3,Low visibility for local produce. Local produce delivery. Use WhatsApp groups. People would buy more local produce if ordering was easier.
R000557,55+,Prefer Not To Say,Dibba,Unemployed,paper_form,Farmers struggle to sell directly,Local produce delivery,Agriculture,High,Sell through relatives,Very satisfied,Maybe,31-50 AED,Very urgent,Weekly,WhatsApp,Farmers depend too much on word of mouth.,2026-05-26,high,very satisfied,maybe,very urgent,weekly,31-50 aed,5,5,0.5,5,3,40,1,Farmers struggle to sell directly. Local produce delivery. Sell through relatives. Farmers depend too much on word of mouth.
R000565,25-34,Male,Dibba,Farmer,interview,Farmers struggle to sell directly,Farm-to-home ordering,Agriculture,Medium,Sell at local market,Dissatisfied,Yes,10-30 AED,Very urgent,Rarely,In-person service,People would buy more local produce if ordering was easier.,2026-04-14,medium,dissatisfied,yes,very urgent,rarely,10-30 aed,3,2,1.0,5,1,20,4,Farmers struggle to sell directly. Farm-to-home ordering. Sell at local market. People would buy more local produce if ordering was easier.
R000566,18-24,Male,Ras Al Khaimah Rural Area,Retired,voice_note,No simple ordering system for farms,Weekly farm box service,Agriculture,High,Sell through relatives,Satisfied,Yes,100+ AED,Not urgent,Rarely,In-person service,People would buy more local produce if ordering was easier.,2026-04-18,high,satisfied,yes,not urgent,rarely,100+ aed,5,4,1.0,1,1,120,2,No simple ordering system for farms. Weekly farm box service. Sell through relatives. People would buy more local produce if ordering was easier.
R000568,18-24,Prefer Not To Say,Kalba,Tourism Worker,shop_owner_note,Farmers struggle to sell directly,Farm-to-home ordering,Agriculture,Medium,No clear solution,Very dissatisfied,Maybe,31-50 AED,Very urgent,Daily,Delivery service,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-09,medium,very dissatisfied,maybe,very urgent,daily,31-50 aed,3,1,0.5,5,4,40,5,Farmers struggle to sell directly. Farm-to-home ordering. No clear solution. Small farms need a simple way to sell dates and vegetables directly to customers.
R000573,25-34,Female,Ras Al Khaimah Rural Area,Unemployed,paper_form,No simple ordering system for farms,Local produce delivery,Agriculture,High,Sell at local market,Dissatisfied,Maybe,51-100 AED,Soon,Monthly,In-person service,A WhatsApp ordering system for local farms would be useful.,2026-04-13,high,dissatisfied,maybe,soon,monthly,51-100 aed,5,2,0.5,3,2,75,4,No simple ordering system for farms. Local produce delivery. Sell at local market. A WhatsApp ordering system for local farms would be useful.
R000584,55+,Female,Dibba,Driver,voice_note,Low visibility for local produce,Weekly farm box service,Agriculture,High,Use WhatsApp groups,Very dissatisfied,No,0 AED,Very urgent,Daily,Delivery service,A WhatsApp ordering system for local farms would be useful.,2026-05-18,high,very dissatisfied,no,very urgent,daily,0 aed,5,1,0.0,5,4,0,5,Low visibility for local produce. Weekly farm box service. Use WhatsApp groups. A WhatsApp ordering system for local farms would be useful.
R000590,45-54,Prefer Not To Say,Khor Fakkan Outskirts,Employee,shop_owner_note,Lack of farm marketing,Weekly farm box service,Agriculture,High,No clear solution,Dissatisfied,Yes,10-30 AED,Not urgent,Monthly,WhatsApp,Farmers depend too much on word of mouth.,2026-04-27,high,dissatisfied,yes,not urgent,monthly,10-30 aed,5,2,1.0,1,2,20,4,Lack of farm marketing. Weekly farm box service. No clear solution. Farmers depend too much on word of mouth.
R000592,55+,Prefer Not To Say,Hatta,Farmer,shop_owner_note,No simple ordering system for farms,Farm product marketplace,Agriculture,High,Sell through relatives,Very dissatisfied,Yes,31-50 AED,Very urgent,Monthly,WhatsApp,People would buy more local produce if ordering was easier.,2026-04-19,high,very dissatisfied,yes,very urgent,monthly,31-50 aed,5,1,1.0,5,2,40,5,No simple ordering system for farms. Farm product marketplace. Sell through relatives. People would buy more local produce if ordering was easier.
R000593,25-34,Female,Ghayathi,Homemaker,voice_note,No simple ordering system for farms,Weekly farm box service,Agriculture,Medium,Sell through relatives,Dissatisfied,No,0 AED,Soon,Monthly,Website,Farmers depend too much on word of mouth.,2026-04-24,medium,dissatisfied,no,soon,monthly,0 aed,3,2,0.0,3,2,0,4,No simple ordering system for farms. Weekly farm box service. Sell through relatives. Farmers depend too much on word of mouth.
R000599,18-24,Female,Masfout,Retired,voice_note,Farmers struggle to sell directly,Local produce delivery,Agriculture,Low,No clear solution,Dissatisfied,Maybe,51-100 AED,Very urgent,Monthly,Community center,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-23,low,dissatisfied,maybe,very urgent,monthly,51-100 aed,1,2,0.5,5,2,75,4,Farmers struggle to sell directly. Local produce delivery. No clear solution. Small farms need a simple way to sell dates and vegetables directly to customers.
R000602,25-34,Prefer Not To Say,Masfout,Employee,interview,Lack of farm marketing,Farm-to-home ordering,Agriculture,Medium,No clear solution,Dissatisfied,Yes,10-30 AED,Soon,Monthly,Mobile app,Farmers depend too much on word of mouth.,2026-05-19,medium,dissatisfied,yes,soon,monthly,10-30 aed,3,2,1.0,3,2,20,4,Lack of farm marketing. Farm-to-home ordering. No clear solution. Farmers depend too much on word of mouth.
R000616,25-34,Male,Kalba,Farmer,shop_owner_note,Lack of farm marketing,Farm product marketplace,Agriculture,Medium,No clear solution,Satisfied,Maybe,10-30 AED,Soon,Rarely,In-person service,People would buy more local produce if ordering was easier.,2026-04-29,medium,satisfied,maybe,soon,rarely,10-30 aed,3,4,0.5,3,1,20,2,Lack of farm marketing. Farm product marketplace. No clear solution. People would buy more local produce if ordering was easier.
R000623,45-54,Prefer Not To Say,Masfout,Employee,voice_note,No simple ordering system for farms,Farm product marketplace,Agriculture,Medium,Sell through relatives,Neutral,No,0 AED,Very urgent,Daily,Website,People would buy more local produce if ordering was easier.,2026-04-07,medium,neutral,no,very urgent,daily,0 aed,3,3,0.0,5,4,0,3,No simple ordering system for farms. Farm product marketplace. Sell through relatives. People would buy more local produce if ordering was easier.
R000624,35-44,Prefer Not To Say,Dibba,Unemployed,paper_form,Low visibility for local produce,Farm-to-home ordering,Agriculture,High,Sell at local market,Neutral,Yes,0 AED,Soon,Monthly,WhatsApp,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-05-17,high,neutral,yes,soon,monthly,0 aed,5,3,1.0,3,2,0,3,Low visibility for local produce. Farm-to-home ordering. Sell at local market. Small farms need a simple way to sell dates and vegetables directly to customers.
R000625,55+,Prefer Not To Say,Kalba,Teacher,shop_owner_note,No simple ordering system for farms,Weekly farm box service,Agriculture,Medium,Sell at local market,Dissatisfied,Yes,10-30 AED,Soon,Rarely,Website,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-07,medium,dissatisfied,yes,soon,rarely,10-30 aed,3,2,1.0,3,1,20,4,No simple ordering system for farms. Weekly farm box service. Sell at local market. Small farms need a simple way to sell dates and vegetables directly to customers.
R000632,18-24,Female,Hatta,Driver,interview,Lack of farm marketing,Farm-to-home ordering,Agriculture,Low,Sell at local market,Very dissatisfied,Maybe,31-50 AED,Very urgent,Monthly,Community center,Farmers depend too much on word of mouth.,2026-05-16,low,very dissatisfied,maybe,very urgent,monthly,31-50 aed,1,1,0.5,5,2,40,5,Lack of farm marketing. Farm-to-home ordering. Sell at local market. Farmers depend too much on word of mouth.
R000634,25-34,Female,Al Ain Outskirts,Small Business Owner,qr_survey,Lack of farm marketing,Weekly farm box service,Agriculture,Medium,Sell at local market,Very dissatisfied,Yes,31-50 AED,Very urgent,Weekly,In-person service,Farmers depend too much on word of mouth.,2026-05-27,medium,very dissatisfied,yes,very urgent,weekly,31-50 aed,3,1,1.0,5,3,40,5,Lack of farm marketing. Weekly farm box service. Sell at local market. Farmers depend too much on word of mouth.
R000639,55+,Male,Hatta,Driver,voice_note,No simple ordering system for farms,Weekly farm box service,Agriculture,High,Use WhatsApp groups,Dissatisfied,Yes,10-30 AED,Very urgent,Monthly,Mobile app,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-05-06,high,dissatisfied,yes,very urgent,monthly,10-30 aed,5,2,1.0,5,2,20,4,No simple ordering system for farms. Weekly farm box service. Use WhatsApp groups. Small farms need a simple way to sell dates and vegetables directly to customers.
R000647,25-34,Male,Ras Al Khaimah Rural Area,Farmer,interview,Low visibility for local produce,Farm-to-home ordering,Agriculture,Medium,Sell at local market,Dissatisfied,No,0 AED,Very urgent,Weekly,Mobile app,Farmers depend too much on word of mouth.,2026-06-23,medium,dissatisfied,no,very urgent,weekly,0 aed,3,2,0.0,5,3,0,4,Low visibility for local produce. Farm-to-home ordering. Sell at local market. Farmers depend too much on word of mouth.
R000651,45-54,Prefer Not To Say,Kalba,Student,interview,Farmers struggle to sell directly,Farm-to-home ordering,Agriculture,Medium,Use WhatsApp groups,Neutral,Yes,31-50 AED,Soon,Weekly,WhatsApp,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-30,medium,neutral,yes,soon,weekly,31-50 aed,3,3,1.0,3,3,40,3,Farmers struggle to sell directly. Farm-to-home ordering. Use WhatsApp groups. Small farms need a simple way to sell dates and vegetables directly to customers.
R000660,35-44,Prefer Not To Say,Hatta,Tourism Worker,voice_note,No simple ordering system for farms,Local produce delivery,Agriculture,Medium,Sell through relatives,Neutral,Maybe,100+ AED,Soon,Monthly,Delivery service,A WhatsApp ordering system for local farms would be useful.,2026-04-11,medium,neutral,maybe,soon,monthly,100+ aed,3,3,0.5,3,2,120,3,No simple ordering system for farms. Local produce delivery. Sell through relatives. A WhatsApp ordering system for local farms would be useful.
R000665,18-24,Female,Ras Al Khaimah Rural Area,Employee,voice_note,Farmers struggle to sell directly,Farm-to-home ordering,Agriculture,High,Use WhatsApp groups,Dissatisfied,Yes,31-50 AED,Not urgent,Monthly,Phone call,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-04,high,dissatisfied,yes,not urgent,monthly,31-50 aed,5,2,1.0,1,2,40,4,Farmers struggle to sell directly. Farm-to-home ordering. Use WhatsApp groups. Small farms need a simple way to sell dates and vegetables directly to customers.
R000676,25-34,Female,Al Madam,Tourism Worker,voice_note,Low visibility for local produce,Farm product marketplace,Agriculture,Low,No clear solution,Neutral,Yes,0 AED,Very urgent,Monthly,Mobile app,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-23,low,neutral,yes,very urgent,monthly,0 aed,1,3,1.0,5,2,0,3,Low visibility for local produce. Farm product marketplace. No clear solution. Small farms need a simple way to sell dates and vegetables directly to customers.
R000684,18-24,Prefer Not To Say,Hatta,Homemaker,interview,Farmers struggle to sell directly,Farm-to-home ordering,Agriculture,High,Sell at local market,Dissatisfied,Maybe,0 AED,Soon,Monthly,Delivery service,People would buy more local produce if ordering was easier.,2026-06-22,high,dissatisfied,maybe,soon,monthly,0 aed,5,2,0.5,3,2,0,4,Farmers struggle to sell directly. Farm-to-home ordering. Sell at local market. People would buy more local produce if ordering was easier.
R000686,35-44,Female,Hatta,Employee,voice_note,Lack of farm marketing,Weekly farm box service,Agriculture,High,Sell through relatives,Very satisfied,Yes,31-50 AED,Very urgent,Weekly,Delivery service,Farmers depend too much on word of mouth.,2026-06-05,high,very satisfied,yes,very urgent,weekly,31-50 aed,5,5,1.0,5,3,40,1,Lack of farm marketing. Weekly farm box service. Sell through relatives. Farmers depend too much on word of mouth.
R000688,35-44,Female,Liwa,Retired,qr_survey,Farmers struggle to sell directly,Farm-to-home ordering,Agriculture,Low,Sell at local market,Satisfied,Yes,51-100 AED,Very urgent,Weekly,Phone call,Farmers depend too much on word of mouth.,2026-04-29,low,satisfied,yes,very urgent,weekly,51-100 aed,1,4,1.0,5,3,75,2,Farmers struggle to sell directly. Farm-to-home ordering. Sell at local market. Farmers depend too much on word of mouth.
R000690,45-54,Prefer Not To Say,Ras Al Khaimah Rural Area,Shop Owner,interview,Lack of farm marketing,Local produce delivery,Agriculture,Medium,Sell at local market,Neutral,Yes,100+ AED,Very urgent,Daily,Community center,A WhatsApp ordering system for local farms would be useful.,2026-04-29,medium,neutral,yes,very urgent,daily,100+ aed,3,3,1.0,5,4,120,3,Lack of farm marketing. Local produce delivery. Sell at local market. A WhatsApp ordering system for local farms would be useful.
R000694,25-34,Female,Masfout,Unemployed,qr_survey,Lack of farm marketing,Farm-to-home ordering,Agriculture,High,Use WhatsApp groups,Neutral,Yes,31-50 AED,Very urgent,Weekly,Mobile app,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-09,high,neutral,yes,very urgent,weekly,31-50 aed,5,3,1.0,5,3,40,3,Lack of farm marketing. Farm-to-home ordering. Use WhatsApp groups. Small farms need a simple way to sell dates and vegetables directly to customers.
R000697,18-24,Female,Al Ain Outskirts,Farmer,interview,Farmers struggle to sell directly,Farm product marketplace,Agriculture,Medium,Sell at local market,Neutral,No,0 AED,Very urgent,Monthly,Phone call,A WhatsApp ordering system for local farms would be useful.,2026-04-07,medium,neutral,no,very urgent,monthly,0 aed,3,3,0.0,5,2,0,3,Farmers struggle to sell directly. Farm product marketplace. Sell at local market. A WhatsApp ordering system for local farms would be useful.
R000714,25-34,Male,Liwa,Farmer,interview,Farmers struggle to sell directly,Farm product marketplace,Agriculture,Medium,Sell through relatives,Dissatisfied,Maybe,31-50 AED,Very urgent,Daily,Website,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-06-12,medium,dissatisfied,maybe,very urgent,daily,31-50 aed,3,2,0.5,5,4,40,4,Farmers struggle to sell directly. Farm product marketplace. Sell through relatives. Small farms need a simple way to sell dates and vegetables directly to customers.
R000716,35-44,Male,Khor Fakkan Outskirts,Small Business Owner,voice_note,Lack of farm marketing,Farm-to-home ordering,Agriculture,Medium,Sell through relatives,Dissatisfied,Yes,10-30 AED,Not urgent,Daily,Phone call,Small farms need a simple way to sell dates and vegetables directly to customers.,2026-04-16,medium,dissatisfied,yes,not urgent,daily,10-30 aed,3,2,1.0,1,4,20,4,Lack of farm marketing. Farm-to-home ordering. Sell through relatives. Small farms need a simple way to sell dates and vegetables directly to customers.
