response_id,age_group,gender,region,occupation,source,main_problem,needed_service,service_category,importance_level,frequency_of_problem,preferred_solution_type,monthly_budget,opinion_text,date_collected,import_batch_id,imported_at,source_file_name,importance_score,frequency_key,budget_key,frequency_score,budget_midpoint_aed,analysis_text,sentiment_model,sentiment_label,sentiment_score,bertopic_topic
R000221,18-24,male,Ghayathi,farmer,qr_survey,Limited healthcare,Telemedicine,Mobile Healthcare,3.0,monthly,SMS,100+ AED,Healthcare services are too far away.,2026-06-01,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,monthly,100+ aed,2,120.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000222,25-34,female,Delma Island,shop owner,mobile_app,Few job opportunities,Job platform,Employment,5.0,monthly,Mobile app,51-100 AED,More local job opportunities are needed.,2026-06-14,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,51-100 aed,2,75.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000223,35-44,female,Liwa,student,field_interview,Poor internet,Internet upgrade,Connectivity,5.0,monthly,SMS,0-30 AED,Internet access should be more reliable.,2026-06-19,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,0-30 aed,2,0.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000224,55+,female,Al Sila,retired,community_event,Delivery is slow,Grocery delivery,Rural Transport,5.0,monthly,Community center,0-30 AED,We need faster grocery delivery in our area.,2026-06-14,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,0-30 aed,2,0.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000225,45-54,male,Al Sila,retired,field_interview,Few job opportunities,Job platform,Employment,5.0,weekly,Website,51-100 AED,More local job opportunities are needed.,2026-06-14,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,51-100 aed,3,75.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000226,35-44,male,Liwa,homemaker,qr_survey,Poor internet,Internet upgrade,Connectivity,5.0,daily,Website,100+ AED,Internet access should be more reliable.,2026-06-04,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,100+ aed,4,120.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000227,25-34,female,Delma Island,teacher,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,daily,Mobile app,0-30 AED,Healthcare services are too far away.,2026-06-02,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,0-30 aed,4,0.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000228,35-44,male,Masafi,teacher,mobile_app,Delivery is slow,Grocery delivery,Rural Transport,1.0,weekly,Community center,31-50 AED,We need faster grocery delivery in our area.,2026-06-11,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,1.0,weekly,31-50 aed,3,40.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000229,25-34,female,Ghayathi,farmer,community_event,Public transport is limited,Bus service,Rural Transport,5.0,monthly,SMS,100+ AED,We need better transport options.,2026-06-30,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000230,45-54,female,Masafi,homemaker,qr_survey,Public transport is limited,Bus service,Rural Transport,3.0,weekly,SMS,100+ AED,We need better transport options.,2026-06-03,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,100+ aed,3,120.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000231,18-24,male,Ghayathi,teacher,field_interview,Few job opportunities,Job platform,Employment,5.0,daily,Mobile app,51-100 AED,More local job opportunities are needed.,2026-06-18,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,51-100 aed,4,75.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000232,55+,female,Masafi,homemaker,community_event,Few job opportunities,Job platform,Employment,3.0,monthly,Community center,51-100 AED,More local job opportunities are needed.,2026-06-28,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,monthly,51-100 aed,2,75.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000233,18-24,male,Ghayathi,homemaker,community_event,Poor internet,Internet upgrade,Connectivity,3.0,daily,SMS,51-100 AED,Internet access should be more reliable.,2026-06-19,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,daily,51-100 aed,4,75.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000234,55+,female,Liwa,shop owner,community_event,Public transport is limited,Bus service,Rural Transport,3.0,daily,Website,0-30 AED,We need better transport options.,2026-06-12,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,daily,0-30 aed,4,0.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000235,18-24,female,Ghayathi,homemaker,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,monthly,Mobile app,51-100 AED,Healthcare services are too far away.,2026-06-13,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,51-100 aed,2,75.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000236,55+,male,Liwa,teacher,mobile_app,Public transport is limited,Bus service,Rural Transport,5.0,weekly,SMS,51-100 AED,We need better transport options.,2026-06-27,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,weekly,51-100 aed,3,75.0,Public transport is limited. Bus service. We need better transport options.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.6798,not_used
R000237,55+,male,Liwa,farmer,community_event,Poor internet,Internet upgrade,Connectivity,5.0,daily,Mobile app,0-30 AED,Internet access should be more reliable.,2026-06-13,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,daily,0-30 aed,4,0.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000238,25-34,male,Al Madam,retired,qr_survey,Delivery is slow,Grocery delivery,Rural Transport,3.0,weekly,Website,100+ AED,We need faster grocery delivery in our area.,2026-06-10,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,100+ aed,3,120.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000239,55+,female,Al Madam,retired,qr_survey,Limited healthcare,Telemedicine,Mobile Healthcare,3.0,daily,Community center,0-30 AED,Healthcare services are too far away.,2026-06-06,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,daily,0-30 aed,4,0.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000240,35-44,female,Masafi,teacher,mobile_app,Poor internet,Internet upgrade,Connectivity,3.0,weekly,Website,51-100 AED,Internet access should be more reliable.,2026-06-15,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,51-100 aed,3,75.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000241,45-54,female,Masafi,student,community_event,Poor internet,Internet upgrade,Connectivity,5.0,monthly,Community center,31-50 AED,Internet access should be more reliable.,2026-06-27,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,31-50 aed,2,40.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000242,55+,female,Al Sila,student,mobile_app,Few job opportunities,Job platform,Employment,3.0,weekly,Community center,0-30 AED,More local job opportunities are needed.,2026-06-04,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,0-30 aed,3,0.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000243,55+,male,Masafi,retired,field_interview,Poor internet,Internet upgrade,Connectivity,3.0,monthly,Community center,0-30 AED,Internet access should be more reliable.,2026-06-07,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,monthly,0-30 aed,2,0.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000244,18-24,female,Al Madam,farmer,community_event,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,monthly,Community center,100+ AED,Healthcare services are too far away.,2026-06-22,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,100+ aed,2,120.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000245,25-34,female,Hatta,shop owner,field_interview,Few job opportunities,Job platform,Employment,3.0,daily,Website,31-50 AED,More local job opportunities are needed.,2026-06-25,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,daily,31-50 aed,4,40.0,Few job opportunities. Job platform. More local job opportunities are needed.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5246,not_used
R000246,25-34,female,Ghayathi,driver,mobile_app,Limited healthcare,Telemedicine,Mobile Healthcare,5.0,monthly,SMS,31-50 AED,Healthcare services are too far away.,2026-06-29,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,5.0,monthly,31-50 aed,2,40.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000247,25-34,male,Ghayathi,shop owner,mobile_app,Poor internet,Internet upgrade,Connectivity,1.0,daily,Community center,51-100 AED,Internet access should be more reliable.,2026-06-26,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,1.0,daily,51-100 aed,4,75.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
R000248,18-24,female,Liwa,retired,field_interview,Delivery is slow,Grocery delivery,Rural Transport,3.0,daily,Community center,100+ AED,We need faster grocery delivery in our area.,2026-06-21,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,daily,100+ aed,4,120.0,Delivery is slow. Grocery delivery. We need faster grocery delivery in our area.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.5457,not_used
R000249,35-44,male,Al Sila,driver,field_interview,Limited healthcare,Telemedicine,Mobile Healthcare,1.0,weekly,Website,100+ AED,Healthcare services are too far away.,2026-06-23,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,1.0,weekly,100+ aed,3,120.0,Limited healthcare. Telemedicine. Healthcare services are too far away.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7783,not_used
R000250,55+,male,Masafi,retired,mobile_app,Poor internet,Internet upgrade,Connectivity,3.0,weekly,Community center,0-30 AED,Internet access should be more reliable.,2026-06-17,B20260627_081146,2026-06-27T08:11:46,20260627_081146_rural_community_survey_mock_data_v2.csv,3.0,weekly,0-30 aed,3,0.0,Poor internet. Internet upgrade. Internet access should be more reliable.,cardiffnlp/twitter-xlm-roberta-base-sentiment,negative,-0.7227,not_used
